Description,Price,Rating,ReviewCount,Url
"Apple MacBook Pro 16"" with Touch Bar, 9th-Gen 8-Core Intel i9 2.4GHz, 16GB RAM, 512GB SSD, AMD Radeon Pro 5300M 4GB, Space Gray, Late 2019 Z0XZ004S2 / Z0XZ00085",nan,nan,nan,https://www.amazon.com//Apple-16-MacBook-Pro-Z0XZ004S2/dp/B08F2ZKSL6/ref=sr_1_7108?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7108
"Dell Precision 5540 Mobile Workstation - 15.6"" Ultrasharp UHD (3840 x 2160) IGZO4 Touch Display - 2.6Ghz Intel Core i7-9850H 6 Core - 16GB - 512GB SSD - Quadro T2000 4GB GDDR5 - Win10 pro",nan,3.3 out of 5 stars,4,https://www.amazon.com//Dell-Precision-5540-Mobile-Workstation/dp/B086WLWDVH/ref=sr_1_7109?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7109
"Newest Asus TUF 17.3"" FHD IPS Premium Gaming Laptop PC | Intel 6-Core i7-8750H up to 4.1GHz | 16GB RAM | 1024GB SSD Boot + 2TB HDD | NVIDIA GeForce GTX 1060 3GB | Backlit Keyboard | Windows 10",nan,nan,nan,https://www.amazon.com//Premium-i7-8750H-GeForce-Backlit-Keyboard/dp/B08135DZ8X/ref=sr_1_7110?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7110
"HP 15-cc067cl Pavilion Full HD 15.6"" Laptop, Intel i7, 8GB RAM, 1TB HDD, Optical Drive (Silk Gold/Natural Silver)",nan,nan,nan,https://www.amazon.com//HP-15-cc067cl-Pavilion-Optical-Natural/dp/B07BPD913Z/ref=sr_1_7111?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7111
"Dell Latitude E7470 14"" QHD (2560x1440) Touchscreen Business Ultrabook Intel Core i7-6600U, 16GB DDR4 RAM 512GB m.2SATA SSD Windows 10 Pro",nan,3.4 out of 5 stars,9,https://www.amazon.com//Latitude-2560x1440-Touchscreen-Business-Ultrabook/dp/B01LYQV65W/ref=sr_1_7112?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7112
"Acer 11.6"" Chromebook Intel Celeron 1.4GHz 4GB RAM 16GB w/Chrome OS |C720‑2800 (Renewed)",$109.99,4.3 out of 5 stars,3,https://www.amazon.com//Acer-C720-29554G01aii-Certified-Refurbished/dp/B07GBGSDLQ/ref=sr_1_7113?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7113
Latitude 5320 21 I7/3.0 16GB 256GB W10P,"$1,553.25",nan,nan,https://www.amazon.com//Latitude-5320-16GB-256GB-W10P/dp/B08X26ZVF7/ref=sr_1_7114?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7114
"HP Elitebook 820 G3 - V1H03UT#ABA (12.5"" FHD, Intel Core i7-6600U, 2.6 GHz, 8GB DDR4, 256GB SSD, Windows 7/10 64)",nan,5.0 out of 5 stars,2,https://www.amazon.com//HP-Elitebook-820-G3-i7-6600U/dp/B019ELKR1C/ref=sr_1_7115?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7115
"Dell XPS 13, 13.3 inch Full HD IPS Flagship Dell Dell XPS 13 9360 Laptop, Intel Quad-Core i7-8550U up 4GHz, 8GB DDR4, 256GB SSD, BT 4.1 WiFi MaxxAudio Backlit Keyboard Thunderbolt 3 Win 10","$1,399.45",nan,nan,https://www.amazon.com//Dell-Flagship-Quad-Core-MaxxAudio-Backlit-Thunderbolt/dp/B07S8P5W9H/ref=sr_1_7116?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7116
"ASUS Chromebook 13.3-Inch HD with Gigabit WiFi, 16GB Storage & 4GB RAM (Black)",nan,3.9 out of 5 stars,358,https://www.amazon.com//Chromebook-13-3-Inch-Gigabit-Storage-Black/dp/B00OD38V2E/ref=sr_1_7117?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7117
"Dell XPS9360-7336SLV 13.3in Laptop (7th Generation Intel Core i7, 16GB RAM, 512 GB SSD, Silver) (Renewed)","$1,199.88",nan,nan,https://www.amazon.com//Dell-XPS9360-7336SLV-Generation-Certified-Refurbished/dp/B078VBPYKH/ref=sr_1_7118?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7118
Dell XPS 13 9360 FHD 1080P InfinityEdge Laptop Intel Core i5-8250U 8GB RAM 128GB SSD Windows 10 Professional (Renewed),$849.88,nan,nan,https://www.amazon.com//Dell-InfinityEdge-Professional-Certified-Refurbished/dp/B0789DFYY8/ref=sr_1_7119?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7119
Dell XPS 13 9360 13.3in FHD 1080P Laptop 7th Gen Intel Core i5-7200U 8GB RAM 128GB SSD Machined Aluminum Display ROSE GOLD Win 10 Pro (Renewed),$999.77,nan,nan,https://www.amazon.com//Dell-i5-7200U-Machined-Certified-Refurbished/dp/B0776Z4BD3/ref=sr_1_7120?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7120
DELL Precision M5520 Workstation Laptop FHD 1080P I7-7820HQ 16GB RAM 1TB SSD Quadro M1200 4GB Win 10 Professional (Certified Refurbished),nan,nan,nan,https://www.amazon.com//PRECISION-Workstation-I7-7820HQ-Professional-Refurbished/dp/B073VGBJZC/ref=sr_1_7121?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7121
DELL Precision M5520 Workstation Laptop 4K 3840X2160 UHD Touchscreen i7-7820HQ 16GB 512GB SSD Quadro M1200 4GB Win 10 Professional (Certified Refurbished),nan,nan,nan,https://www.amazon.com//PRECISION-Workstation-TOUCHSCREEN-Professional-Refurbished/dp/B073VDYW5K/ref=sr_1_7122?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7122
DELL Precision M5510 Workstation Laptop 4K 3840X2160 UHD Touchscreen XEON E3-13505M 16GB RAM 1TB SSD Quadro M1000M 2GB Win 10 Professional (Certified Refurbished),nan,nan,nan,https://www.amazon.com//PRECISION-Workstation-TOUCHSCREEN-Professional-Refurbished/dp/B073R8HNJC/ref=sr_1_7123?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7123
"Dell XPS 13 9360 13.3"" QHD+ TOUCH Laptop Intel Core i7-7500U, 8GB RAM, 256GB SSD 13.3"", Windows 10 Home, Silver (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-i7-7500U-Windows-Certified-Refurbished/dp/B0716737ZG/ref=sr_1_7124?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7124
"Dell XPS 13 9360 13.3in FHD Laptop 7th Gen Intel Core i7-7500U, 8GB RAM, 256GB NVME SSD Machined Aluminum Display Silver Win 10 (Renewed)",$999.99,nan,nan,https://www.amazon.com//Dell-XPS-13-9360-Refurbished/dp/B01N0WHD8U/ref=sr_1_7125?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7125
"Dell Precision M5510 Workstation Laptop, 15.6inch FHD IPS Display, Intel Core 6th Generation i7-6820HQ, 16 GB DDR4, 512 GB SSD, NVIDIA Quadro M1000M, Windows 10 Pro (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Precision-WorkStation-Generation-Refurbished/dp/B01M75BH8K/ref=sr_1_7126?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7126
"Dell Precision M5510 Workstation Laptop, 15.6inch FHD IPS Display, Intel Xeon Processor E3-1505L, 32 GB DDR4, 512 GB SSD, NVIDIA Quadro M1000M, Windows 10 Pro (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Precision-WorkStation-Processor-Refurbished/dp/B01M35ZV4C/ref=sr_1_7127?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7127
"Dell XPS 13 9360 13.3"" FHD Laptop 7th Gen Intel Core i7-7560U 8GB RAM 256GB SSD Machined Aluminum Display Silver Win 10","$1,399.55",4.6 out of 5 stars,2,https://www.amazon.com//Dell-i7-7560U-Machined-Aluminum-Display/dp/B06XQ42FF8/ref=sr_1_7128?dchild=1&keywords=laptop&qid=1634974627&s=pc&sr=1-7128
"Dell Precision M5510 WorkStation Laptop 15.6 Inch FHD IPS Display Intel Core 6th Generation i7-6820HQ, 8 GB RAM, 256 GB SSD, NVIDIA Quadro M1000M, Windows 10 Pro (Renewed)",nan,5.0 out of 5 stars,1,https://www.amazon.com//Dell-Precision-WorkStation-Generation-Refurbished/dp/B01N1XFM7Q/ref=sr_1_7129?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7129
HP Envy 13-1030NR 13.3-Inch Magnesium Alloy Laptop (Windows 7 Home Premium),nan,3.0 out of 5 stars,8,https://www.amazon.com//13-1030NR-13-3-Inch-Magnesium-Windows-Premium/dp/B002TEE3OO/ref=sr_1_7130?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7130
"Dell Latitude 5420 14"" Notebook - 1920 X 1080 - Core i5-8350U - 8GB RAM - 128GB SSD (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-Latitude-5420-14-Notebook/dp/B07V5J8T1J/ref=sr_1_7131?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7131
"Dell Latitude 14 7404 Rugged Extreme 14"" Touchscreen Notebook - Intel Core i5 i5-4300U 1.90 GHz 462-5918 (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Latitude-Extreme-Touchscreen-Notebook/dp/B07NZCNQ2P/ref=sr_1_7132?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7132
HP EliteBook 8470p Notebook Intel Core i5-3340M 2.7GHz 8GB DDR3 500GB HDD DVD-Writer AMD Radeon HD 7570M Windows 10 Professional (Renewed),nan,nan,nan,https://www.amazon.com//HP-EliteBook-Notebook-DVD-Writer-Professional/dp/B07MZH6M9L/ref=sr_1_7133?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7133
"Dell Precision 5750 Mobile Workstation - 17"" UltraSharp FHD+ IGZO4 AG - 2.6 GHz Intel Core i7-10750H Six-Core - 32GB RAM - 512GB SSD - Quadro RTX 3000 - Win10 Pro",nan,nan,nan,https://www.amazon.com//Dell-Precision-5750-Mobile-Workstation/dp/B09J9Y9358/ref=sr_1_7134?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7134
"Dell Precision M4700 FHD (1920x1080) Laptop Notebook (Intel Quad Core i7-3740M, 16GB Ram, 1TB HDD + 250GB SSD, Nvidia Quadro K2000M, HDMI, Camera, DVD-RW) Win 7 Pro (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Precision-M4700-1920x1080-Refurbished/dp/B0781C4J9D/ref=sr_1_7135?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7135
"Dell XPS 13 9360 13.3"" QHD+ Touch Laptop 7th Gen Intel Core i7-7560U 16GB RAM 512GB SSD Machined Aluminum Display Silver Win 10 Home","$1,799.33",nan,nan,https://www.amazon.com//Dell-i7-7560U-Machined-Aluminum-Display/dp/B074KP92RV/ref=sr_1_7136?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7136
"Dell Precision 5510 Mobile Workstation Laptop, Intel Xeon E3-1505M v5, 32GB DDR4, 512GB Solid State Drive, Windows Pro 10 PRM5510-2500",nan,nan,nan,https://www.amazon.com//Dell-Precision-Workstation-E3-1505M-PRM5510-2500/dp/B06XXH5KS1/ref=sr_1_7137?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7137
"Dell 54J4X Latitude 14"" FHD Rugged Laptop (Intel Core i5-6300U, 8GB DDR4, 128GB Solid State Drive, Windows 10 Pro)",nan,nan,nan,https://www.amazon.com//Dell-54J4X-Latitude-i5-6300U-Windows/dp/B01JNKVWS6/ref=sr_1_7138?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7138
"2017 Dell Inspiron 15 5000 5559 Flagship Laptop (15.6-inch FHD Backlit Touchscreen Display, Intel Core Skylate i7-6500U, 8GB RAM, 1TB HDD, DVD, WiFi, Windows 10 Home) (Renewed)",$799.77,3.5 out of 5 stars,2,https://www.amazon.com//Dell-Inspiron-5559-Touchscreen-Refurbished/dp/B075DL2PCF/ref=sr_1_7139?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7139
"Dell Inspiron 14 i3452-0200BLK Laptop [Intel Celeron Processor, 2GB RAM, 32GB eMMC Hard Drive, Windows 10]",nan,1.0 out of 5 stars,1,https://www.amazon.com//Dell-Inspiron-i3452-0200BLK-Celeron-Processor/dp/B06XB7WZVY/ref=sr_1_7140?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7140
Latitude 5320 I5/2.4 16GB 256GB W10P,"$1,207.67",nan,nan,https://www.amazon.com//Latitude-5320-16GB-256GB-W10P/dp/B08WTJNFWD/ref=sr_1_7141?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7141
"MSI G Series GL62M 7RE-620 Traditional Laptop (Windows 10, Intel Core i7-7700HQ, 15.6"" LCD Screen, Storage: 1024 GB, RAM: 16 GB) Black",nan,nan,nan,https://www.amazon.com//MSI-GL62M620-15-6-Traditional-Laptop/dp/B01MSBUCD4/ref=sr_1_7142?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7142
"Alienware 17 R5 AW17R5-17.3"" FHD - i9-8950HK - GTX 1080 OC - 16GB - 1TB HDD+512GB SSD",nan,1.0 out of 5 stars,1,https://www.amazon.com//Alienware-17-AW17R5-17-3-FHD-i9-8950HK/dp/B07DN2BKG9/ref=sr_1_7143?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7143
Dell Precision M7510 Workstation 15.6 FHD IPS Display Intel I7-6820HQ 64GB DDR4 1TB HDD AMD FirePro W5170M w/2GB GDDR5 Windows 10 Pro (Certified Refurbished),nan,nan,nan,https://www.amazon.com//Dell-Precision-WorkStation-I7-6820HQ-Refurbished/dp/B01M0E74F0/ref=sr_1_7144?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7144
"THINKPAD E14 GEN 2-are, AMD RYZEN 5 PRO 4650U (2.10GHZ, 3MB), 14.0 1920X1080 Non",nan,nan,nan,https://www.amazon.com//THINKPAD-2-are-RYZEN-2-10GHZ-1920X1080/dp/B08WJK458V/ref=sr_1_7145?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7145
HP 14 EB 840G7 i710810U 16G 512G,"$1,999.99",nan,nan,https://www.amazon.com//HP-840G7-i710810U-16G-512G/dp/B08F2FQP8K/ref=sr_1_7146?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7146
Lenovo Idea 82GW001AUS Ip1 14ada05 3050e 4g 128g W10h,nan,nan,nan,https://www.amazon.com//IP1-14ADA05-3050e-128G-W10H/dp/B08P3KTH78/ref=sr_1_7147?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7147
"Acer Chromebook 15.6"" IPS Touchscreen Full HD Intel Celeron N3350 1.10 GHz 4GB LPDDR4 32GB Flash Memory HDR Webcam Chrome OS",$359.98,4.2 out of 5 stars,85,https://www.amazon.com//Acer-Chromebook-Computer-Notebook-Bluetooth/dp/B07P9DFSG2/ref=sr_1_7148?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7148
Dell Latitude E6420 i5-2520M 2.5 GHz Windows 10 Home 64-bit,nan,2.8 out of 5 stars,3,https://www.amazon.com//Latitude-E6420-i5-2520M-Windows-64-bit/dp/B01N4N3R3L/ref=sr_1_7149?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7149
Dell Precision M6500 Core i7 1.73GHz 4GB 500GB DVDRW 64bit Windows 7 Premium,nan,3.0 out of 5 stars,10,https://www.amazon.com//Dell-Precision-1-73GHz-Windows-Premium/dp/B007CKOG42/ref=sr_1_7150?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7150
"Dell XPS 9360 13.3in QHD+ Touchscreen Laptop PC - Intel Core i7-7500U 2.7GHz, 8GB, 512GB SSD, Bluetooth, Wi-Fi, Intel HD Graphics, Windows 10 Home (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-XPS-9360-Touchscreen-Laptop/dp/B07GLL2GMB/ref=sr_1_7151?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7151
"Dell XPS 9360 13.3"" QHD Touchscreen Laptop PC - Intel Core i7-7560U 2.4GHz, 8GB, 256GB SSD, Bluetooth, Wi-Fi, Intel HD Graphics, Windows 10 Pro (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-XPS-9360-Touchscreen-Laptop/dp/B07GL6TP2V/ref=sr_1_7152?dchild=1&keywords=laptop&qid=1634974630&s=pc&sr=1-7152
"Dell XPS 9360 13.3"" QHD Touchscreen Laptop PC - Intel Core i7-7560U 2.4GHz, 8GB, 256GB SSD, Bluetooth, Windows 10 Home - Silver (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-XPS-9360-Touchscreen-Laptop/dp/B07C86CGX1/ref=sr_1_7153?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7153
"Dell XPS 9365 2-in-1 13.3"" QHD Touchscreen Laptop PC - Intel Core i5-7Y75 1.3GHz, 8GB, 256GB SSD, Bluetooth, Webcam, Windows 10 Pro - Silver (Certified Refurbished)",nan,5.0 out of 5 stars,1,https://www.amazon.com//Dell-XPS-9365-Touchscreen-Laptop/dp/B07C5WF8MT/ref=sr_1_7154?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7154
Sony VAIO E Series SVE14116FXP 14-Inch Laptop (Seashell Pink),nan,3.4 out of 5 stars,31,https://www.amazon.com//Sony-SVE14116FXP-14-Inch-Laptop-Seashell/dp/B0080C23MS/ref=sr_1_7155?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7155
"15.6"" 4K UHD OLED InfinityEdge Anti-Reflective Display",nan,nan,nan,https://www.amazon.com//Latest_Dell-InfinityEdge-Anti-Reflective-NVIDIA_GeForce-1650%EF%BC%8CWindow/dp/B08GL8V349/ref=sr_1_7156?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7156
HYUNDAI THINNOTE CELERON N3350 4GB 64GB 14.1IN W10P W/ HD Slot,nan,nan,nan,https://www.amazon.com//HYUNDAI-THINNOTE-CELERON-N3350-14-1IN/dp/B08ZYSXWKJ/ref=sr_1_7157?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7157
"HP Commercial Refurbished ProBook 6460b 14"" Notebook PC - 90-Day Warranty",nan,5.0 out of 5 stars,1,https://www.amazon.com//HP-Commercial-Refurbished-ProBook-Notebook/dp/B009Q4WDSS/ref=sr_1_7158?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7158
"Lenovo Ideapad Flex 14"" FHD Touchscreen 2 in 1 Laptop, Intel Quad Core i5-8250U up to 3.4GHz, 8GB DDR4, 128GB PCIe SSD, Webcam, Bluetooth, HDMI, Backlit Keyboard, Fingerprint Reader, Windows 10",nan,3.8 out of 5 stars,10,https://www.amazon.com//Lenovo-Touchscreen-i5-8250U-Bluetooth-Fingerprint/dp/B07M8LFKV2/ref=sr_1_7159?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7159
"Lenovo 14e Chromebook 81MH005NUS 14"" Touchscreen Rugged Chromebook - Full HD - 1920 x 1080 - AMD A-Series A4-9120C Dual-core (2 Core) 1.60 GHz - 4 GB RAM - 32 GB Flash Memory - Mineral Gray - AMD",$344.62,nan,nan,https://www.amazon.com//Lenovo-Chromebook-81MH005NUS-Touchscreen-Rugged/dp/B0993TWQB4/ref=sr_1_7160?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7160
"Dell Latitude 5310 Multi-Touch 2-in-1 Laptop - 13.3"" FHD Anti-Reflective Anti-Smudge Touch - 1.8 GHz Intel Core i7-10610U Quad-Core - 512GB SSD - 16GB - Windows 10 pro",nan,nan,nan,https://www.amazon.com//Dell-Latitude-5310-Multi-Touch-Laptop/dp/B08FBY13C9/ref=sr_1_7161?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7161
"Lenovo Chromebook S330, 14"", MediaTek MTK 8173C , 4GB RAM, 64GB eMMC, Chrome OS",$320.00,5.0 out of 5 stars,5,https://www.amazon.com//Lenovo-Chromebook-MediaTek-8173C-Chrome/dp/B07N1J5WDP/ref=sr_1_7162?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7162
"Sony VAIO VPCEB36GM/BJ 15.5"" Display Laptop / Intel Core i5 Processor / 4GB",nan,2.3 out of 5 stars,6,https://www.amazon.com//Sony-VPCEB36GM-BJ-Display-Processor/dp/B0045SPB3Y/ref=sr_1_7163?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7163
"Precision 7730 17.3"" UHD w/ Core i9-8950HK (Turbo 4.80GHz) / 32GB / Windows 10",nan,nan,nan,https://www.amazon.com//Precision-i9-8950HK-Turbo-4-80GHz-Windows/dp/B08357QX19/ref=sr_1_7164?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7164
"ASUS VivoBook L203NA-DS04, Intel Celeron N3350, 4GB DDR4 RAM, 64GB eMMC Flash Storage, Windows 10 Home in S Mode",$249.00,5.0 out of 5 stars,1,https://www.amazon.com//ASUS-VivoBook-L203NA-DS04-Celeron-Storage/dp/B08M6FHLYL/ref=sr_1_7165?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7165
"Acer C720-2103 Chromebook (11.6-Inch, Intel Celeron, 2GB DDR3L, 16GB SSD)",nan,4.0 out of 5 stars,333,https://www.amazon.com//Acer-C720-2103-Chromebook-11-6-Inch-Celeron/dp/B00GZB8D0M/ref=sr_1_7166?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7166
"Dell Latitude E7250 - Intel Core i5 5th Gen 5300U 2.3 GHz Processor - 8 GB RAM - 256 GB SSD - 12.5"" Screen with Webcam -- Windows 10 Pro",nan,5.0 out of 5 stars,2,https://www.amazon.com//Dell-Latitude-i5-5300U-2-3GHz-Windows/dp/B01LWIV49J/ref=sr_1_7167?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7167
"Dell Precision 7720 Xeon E3-1505M v6 X4 3GHz 16GB 512GB SSD 17.3"" UHD IPS Narrow Border (3840x2160) Laptop Windows 10 Pro",nan,nan,nan,https://www.amazon.com//Dell-Precision-E3-1505M-3840x2160-Windows/dp/B07H7ZZRHD/ref=sr_1_7168?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7168
"Dell Precision 7510 FHD 15.6 Inch Workstation Business Laptop (Intel Quad Core i7-6820HQ, 32GB Ram, 512GB SSD, HDMI, USB 3.0, Numeric K.B) Nvidia Quadro M1000M 4GB DDR5 (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-Precision-7510-Workstation-Refurbished/dp/B07GXXM9XR/ref=sr_1_7169?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7169
Dell XPS 9360 Laptop 13.3 Intel Core i7 7th Gen i7-7560U Core 256GB SSD 8GB 3200x1800 QHD+ Windows 10 Home (Renewed),$999.99,nan,nan,https://www.amazon.com//Dell-i7-7560U-Machined-Certified-Refurbished/dp/B07DP8GVCF/ref=sr_1_7170?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7170
"Dell XPS 13 9350 13.3-Inch High Performance Laptop FHD 1080p (Intel Core i5-6200U Processor, 8GB RAM, 256GB SSD, Windows 10), Silver (Certified Refurbished)",$949.88,nan,nan,https://www.amazon.com//Dell-13-3-Inch-Performance-Processor-Refurbished/dp/B07DP8CHYL/ref=sr_1_7171?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7171
"Dell XPS 13 13.3"" IPS Quad HD TouchScreen Laptop-Intel Core i7 6500U 2.50 GHz Processor, 8 GB LPDDR3 RAM, 256 GB Solid State Drive, Windows 10 Home-Machined Aluminum … (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-TouchScreen-Laptop-Intel-Home-Machined-Refurbished/dp/B07D5GL66P/ref=sr_1_7172?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7172
"Dell XPS 15 9550 Laptop 15.6"" 1080P Full HD Nontouch, Intel i7-6700HQ 16GB RAM 256GB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 Home (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Nontouch-i7-6700HQ-Certified-Refurbished/dp/B07D3BP2GZ/ref=sr_1_7173?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7173
"Dell XPS 15 9550 Laptop 15.6"" 1080P HD Nontouch Intel i7-6700HQ 16GB RAM 1TB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Nontouch-i7-6700HQ-Certified-Refurbished/dp/B07D2GM3GD/ref=sr_1_7174?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7174
Dell XPS 9560 Laptop 15.6 Intel Core i7 7th Gen i7-7700HQ Dual Core 1TB SSD 16GB Nvidia GeForce GTX 1050 3840x2160 4K Touch Windows 10 Home (Renewed),"$1,598.88",nan,nan,https://www.amazon.com//Dell-i7-7700HQ-Windows-Certified-Refurbished/dp/B07D293XNN/ref=sr_1_7175?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7175
"Dell XPS 15 9550 Laptop 15.6"" 4K UHD (3840x2160) InfinityEdge touch Screen, Intel Skylake i7-6700HQ Quad Core, 1TB SSD, 32GB Ram, NVIDIA GTX 960M 2GB Win 10 (Renewed)","$1,799.88",nan,nan,https://www.amazon.com//Dell-3840x2160-InfinityEdge-i7-6700HQ-Refurbished/dp/B07D24D1YN/ref=sr_1_7176?dchild=1&keywords=laptop&qid=1634974633&s=pc&sr=1-7176
Dell XPS 9360 Laptop 13.3 Intel Core i7 7th Gen i7-7560U Core 256GB SSD 8GB 3200x1800 QHD+ Windows 10 Home (Renewed),$999.99,nan,nan,https://www.amazon.com//Dell-i7-7560U-Machined-Certified-Refurbished/dp/B07DP8GVCF/ref=sr_1_7177?dchild=1&keywords=laptop&qid=1634974636&s=pc&sr=1-7177
"Dell XPS 13 9350 13.3-Inch High Performance Laptop FHD 1080p (Intel Core i5-6200U Processor, 8GB RAM, 256GB SSD, Windows 10), Silver (Certified Refurbished)",$949.88,nan,nan,https://www.amazon.com//Dell-13-3-Inch-Performance-Processor-Refurbished/dp/B07DP8CHYL/ref=sr_1_7178?dchild=1&keywords=laptop&qid=1634974636&s=pc&sr=1-7178
"Dell XPS 13 13.3"" IPS Quad HD TouchScreen Laptop-Intel Core i7 6500U 2.50 GHz Processor, 8 GB LPDDR3 RAM, 256 GB Solid State Drive, Windows 10 Home-Machined Aluminum … (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-TouchScreen-Laptop-Intel-Home-Machined-Refurbished/dp/B07D5GL66P/ref=sr_1_7179?dchild=1&keywords=laptop&qid=1634974636&s=pc&sr=1-7179
"Dell XPS 15 9550 Laptop 15.6"" 1080P Full HD Nontouch, Intel i7-6700HQ 16GB RAM 256GB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 Home (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-Nontouch-i7-6700HQ-Certified-Refurbished/dp/B07D3BP2GZ/ref=sr_1_7180?dchild=1&keywords=laptop&qid=1634974636&s=pc&sr=1-7180
